HOSPITAL REVERENDO PADRE BECHER,ENTRE RÍOS,10300982142060,SANTA ANITA,URUGUAY,3248
HOSPITAL DR. FERMIN SALABERRY,ENTRE RÍOS,10301052142041,VICTORIA,VICTORIA,3153
HOSPITAL SAN MARTIN,ENTRE RÍOS,10300842142059,PARANA,PARANÁ,3100
LEBYM SRL CORTHEY BLANC  LABORATORIO DE ANALISIS CLINICOS,ENTRE RÍOS,51300152342581,CONCORDIA,CONCORDIA,3200
SANATORIO CONCORDIA,ENTRE RÍOS,10300152342098,CONCORDIA,CONCORDIA,3200
HOSPITAL SAN JOSE,ENTRE RÍOS,10300212142081,DIAMANTE,DIAMANTE,3105
CLINICA INSTITUTO MEDICO PRIVADO S.R.L.,ENTRE RÍOS,10300212342085,STROBEL,DIAMANTE,3105
HOSPITAL JOSE MARIA MIRANDA,ENTRE RÍOS,10300842142049,CERRITO,PARANÁ,3122
CONSULTORIO MEDICO CLINICA CERRITO,ENTRE RÍOS,10300842342096,CERRITO,PARANÁ,3122
INSTITUTO PRIVADO DE PEDIATRIA S.A.,ENTRE RÍOS,10300842342088,PARANA,PARANÁ,3100
HOSPITAL DR. ENRIQUE FIDANZA,ENTRE RÍOS,10300212142042,COLONIA ENSAYO,DIAMANTE,3101
HOSPITAL MATERNO INFANTIL SAN ROQUE,ENTRE RÍOS,12300842142117,PARANA,PARANÁ,3100
CAPS   MARIO J. TORRES,ENTRE RÍOS,50301132142484,VILLAGUAY,VILLAGUAY,3240
CAPS   OSCAR DELUCHI,ENTRE RÍOS,50301132142328,RAICES OESTE,VILLAGUAY,3241
CAPS   DR. PEDRO SOLARI,ENTRE RÍOS,50301132142249,MOJONES NORTE,VILLAGUAY,3241
CAPS  LAUREANO VILLANUEVA,ENTRE RÍOS,50301132142476,RINCON LUCAS SUD,VILLAGUAY,3240
CAPS  EL PAIRIRI,ENTRE RÍOS,50301132142454,LUCAS NORTE,VILLAGUAY,3241
C.A.P.S. PANCHO RAMIREZ (SAN SALVADOR),ENTRE RÍOS,50300882142334,SAN SALVADOR,SAN SALVADOR,3218
C.A.P.S.  LA DELFINA,ENTRE RÍOS,50300982142473,COLONIA ELIA,URUGUAY,3261
CAPS 3 DE FEBRERO,ENTRE RÍOS,50300982142397,VILLA SAN MARCIAL (EST. GOBERNADOR URQUIZA),URUGUAY,3248
CAPS   VICTOR MONZALVO,ENTRE RÍOS,50300982142385,1 DE MAYO,URUGUAY,3263
C.A.P.S. CASEROS,ENTRE RÍOS,50300982142202,CASEROS,URUGUAY,3262
C.A.P.S. AMBROSETTI,ENTRE RÍOS,50300082142162,EL BRILLANTE,COLÓN,3283
C.A.P.S.  HIPOLITO YRIGOYEN,ENTRE RÍOS,50300082142274,COLON,COLÓN,3280
C.A.P.S.  DIOLIRIA JOANNAS,ENTRE RÍOS,50300082142213,LA CLARITA,COLÓN,3269
CAPS  PUEBLO CAZES,ENTRE RÍOS,50300082142343,PUEBLO CAZES,COLÓN,3608
C.A.P.S.   MEDALLA MILAGROSA,ENTRE RÍOS,50300082142485,COLON,COLÓN,3280
CAPS  SAN PEDRO,ENTRE RÍOS,50300282142361,SAN PEDRO,FEDERACIÓN,3212
CAPS  SAN RAMON,ENTRE RÍOS,50300282142503,COLONIA SAN RAMÓN,FEDERACIÓN,3229
C.A.P.S. DR. CECILIO LOPEZ,ENTRE RÍOS,50300282142452,SANTA ANA,FEDERACIÓN,3208
CAPS   CARLOS MIGUEL BELLOTTI,ENTRE RÍOS,50300282142200,COLONIA ENSANCHE SAUCE,FEDERACIÓN,3208
CAPS   COLOMBIA,ENTRE RÍOS,50300352142204,EL CIMARRON,FEDERAL,3188
CAPS  SANTA TERESITA,ENTRE RÍOS,50300422142369,SAN JOSE DE FELICIANO,FELICIANO,3187
C.A.P.S.  SAN ANTONIO,ENTRE RÍOS,50300562142353,ALDEA SAN ANTONIO,GUALEGUAYCHÚ,2826
C.A.P.S.  JUAN JOSE FRANCO,ENTRE RÍOS,50300562142287,GUALEGUAYCHU,GUALEGUAYCHÚ,2820
CAPS  GENERAL ALMADA,ENTRE RÍOS,50300562142461,GENERAL ALMADA,GUALEGUAYCHÚ,2824
CAPS  VILLA ELEONORA,ENTRE RÍOS,50300562142387,IRAZUSTA,GUALEGUAYCHÚ,2852
C.A.P.S.  DR. CARLOS ARTUSI,ENTRE RÍOS,50300562142226,PUEBLO GENERAL BELGRANO,GUALEGUAYCHÚ,2821
C.A.P.S.  JUAN BAGGIO,ENTRE RÍOS,50300562142283,GUALEGUAYCHU,GUALEGUAYCHÚ,2820
CAPS   MEDANOS,ENTRE RÍOS,50300632142311,MEDANOS,ISLAS DEL IBICUY,2848
CAPS   ARROYO MERLO,ENTRE RÍOS,50300632142171,ARROYO MERLO,ISLAS DEL IBICUY,1649
CAPS  ROMAN HORNOS,ENTRE RÍOS,50300632142349,ÑANCAY,ISLAS DEL IBICUY,2823
CAPS  JEREMIAS,ENTRE RÍOS,50300352142262,EL CIMARRON,FEDERAL,3188
CAPS   SANTA LUCIA,ENTRE RÍOS,50300352142364,COLONIA SANTA LUCIA,FEDERAL,3183
CAPS   ANTONIO BITELLI,ENTRE RÍOS,50300422142167,LA VERBENA,FELICIANO,3185
C.A.P.S. DR. GREGORIO PUCHETA,ENTRE RÍOS,50300282142237,LOS CONQUISTADORES,FEDERACIÓN,3183
C.A.P.S.  DR. RUBEN GHIGGI,ENTRE RÍOS,50300212142251,ALDEA VALLE MARIA,DIAMANTE,3101
CAPS   VIRGEN DEL ROSARIO,ENTRE RÍOS,50300212142392,GENERAL ALVEAR,DIAMANTE,3101
C.A.P.S.  EVA PERON,ENTRE RÍOS,50300212142458,STROBEL,DIAMANTE,3101
C.A.P.S.  GOBERNADOR RAUL URANGA,ENTRE RÍOS,50300212142269,ALDEA BRASILERA,DIAMANTE,3101
CAPS   GRAPSCHENTAL,ENTRE RÍOS,50300212142462,ALDEA GRAPSCHENTAL,DIAMANTE,3114
CAPS  VIRGEN DE LOS MILAGROS,ENTRE RÍOS,50300212142511,DIAMANTE,DIAMANTE,3105
C.A.P.S.   EL BRETE,ENTRE RÍOS,50300842142156,PARANA,PARANÁ,3100
C.A.P.S.  MANUEL BELGRANO,ENTRE RÍOS,50300842142304,PARANA,PARANÁ,3100
C.A.P.S.   DR. CARLOS REYNOSO,ENTRE RÍOS,50300842142228,PARANA,PARANÁ,3100
C.A.P.S. URBANO  JORGE NEWBERY,ENTRE RÍOS,50300842142282,PARANA,PARANÁ,3100
C.A.P.S. ESTANISLAO ZEBALLOS,ENTRE RÍOS,50300842142263,PARANA,PARANÁ,3100
C.A.P.S.   ANTARTIDA ARGENTINA,ENTRE RÍOS,50300842142165,PARANA,PARANÁ,3100
C.A.P.S. CECILIA GRIERSON,ENTRE RÍOS,50300842142203,PARANA,PARANÁ,3100
C.A.P.S.   SANTA LUCIA,ENTRE RÍOS,50300842142365,PARANA,PARANÁ,3100
CAPS  SAN JOSE DE CALASANZ,ENTRE RÍOS,50300842142356,MARIA GRANDE,PARANÁ,3133
C.A.P.S.   DR. GERMAN RICO,ENTRE RÍOS,50300842142236,MARIA GRANDE,PARANÁ,3111
C.A.P.S. DR. SAMUEL MARGASIN,ENTRE RÍOS,50300842142254,SAN BENITO,PARANÁ,3107
C.A.P.S.  DR. FONTANETTO,ENTRE RÍOS,50300842142235,LA PICADA,PARANÁ,3118
CAPS  DON ANTONIO TARDELLI,ENTRE RÍOS,50300842142216,CURTIEMBRE,PARANÁ,3113
CAPS  DR. LUIS A. ETCHEVERE,ENTRE RÍOS,50300842142245,VILLA GOBERNADOR LUIS F. ETCHEVEHERE,PARANÁ,3114
CAPS   DR. ANSELMO JACOB,ENTRE RÍOS,50300842142219,ALDEA SAN RAFAEL,PARANÁ,3116
CAPS  SANTA LUISA,ENTRE RÍOS,50300842142366,COLONIA SANTA LUISA,PARANÁ,3133
CAPS  FELMAN WAKSMAN,ENTRE RÍOS,50300842142265,PUEBLO BELLOCQ (EST. LAS GARZAS),PARANÁ,3136
C.A.P.S. SAUCE MONTRULL,ENTRE RÍOS,50300842142371,SAUCE MONTRULL,PARANÁ,3118
ROBERTO CANDIDO GUTIERREZ,ENTRE RÍOS,50300492142493,ALDEA ASUNCION,GUALEGUAY,3144
C.A.P.S.  DR. ESTEBAN L. MARADONA,ENTRE RÍOS,50300212142232,ALDEA SALTO,DIAMANTE,3101
CAPS    SAN LORENZO,ENTRE RÍOS,50300212142279,ISLETAS,DIAMANTE,3164
C.A.P.S.  ROSALIA PEREZ DE VERGARA,ENTRE RÍOS,50300912142351,GOBERNADOR SOLA,TALA,3174
CAPS   ONESIMO LEGUIZAMON,ENTRE RÍOS,50300912142327,ALTAMIRANO SUR,TALA,3174
CAPS    NATALIO BENDESKI,ENTRE RÍOS,50300912142316,DURAZNO,TALA,3177
CAPS   CORONEL DORREGO,ENTRE RÍOS,50300912142210,GOBERNADOR ECHAGUE,TALA,2845
CAPS  PANCHO  RAMIREZ (LAS GUACHAS),ENTRE RÍOS,50300912142266,LAS GUACHAS,TALA,2845
CAPS  SAGRADO CORAZON DE JESUS,ENTRE RÍOS,50300912142352,ESTACION ARROYO CLE,TALA,2841
C.A.P.S. 7 DE NOVIEMBRE,ENTRE RÍOS,50300912142398,ROSARIO DEL TALA,TALA,3174
SALA DE DIAGNOSTICO POR IMAGENES CENTRO TOMOGRAFICO CHAJARI,ENTRE RÍOS,51300282342523,CHAJARI,FEDERACIÓN,3228
HOSPITAL SANTA ROSA,ENTRE RÍOS,10300282142077,CHAJARI,FEDERACIÓN,3228
LABORATORIO DE ANALISIS CLINICOS GLORIA YANKILEVICH DE BRAUN - J. J. BRAUN,ENTRE RÍOS,51300282342540,CHAJARI,FEDERACIÓN,3228
LIGA ARGENTINA DE LUCHA CONTRA EL CANCER - LALCEC,ENTRE RÍOS,50300282342477,CHAJARI,FEDERACIÓN,3228
OLIVERO BOCHATON  LABORATORIO DE ANALISIS CLINICOS,ENTRE RÍOS,51300082342566,COLON,COLÓN,3280
SANATORIO URQUIZA S.R.L.,ENTRE RÍOS,10300772342112,NOGOYA,NOGOYÁ,3150
CLINICA PARQUE S.R.L.,ENTRE RÍOS,10300842342016,CRESPO,PARANÁ,3116
SALA DE DIAGNOSTICO POR IMAGENES CENTRO DE TOMOGRAFIA S.R.L.,ENTRE RÍOS,51300842342521,CRESPO,PARANÁ,3116
CENTRO MEDICO CRESPO S.R.L.,ENTRE RÍOS,10300842342004,CRESPO,PARANÁ,3116
HOSPITAL SAN FRANCISCO DE ASIS,ENTRE RÍOS,10300842142066,CRESPO,PARANÁ,3116
PITTAVINO GIALDINI RAU   LABORATORIO DE ANALISIS CLINICOS,ENTRE RÍOS,51300842342583,CRESPO,PARANÁ,3116
HOSPITAL DR. BRAGUE VILLAR,ENTRE RÍOS,10300842142032,HASENKAMP,PARANÁ,3134
CLINICA HERNANDARIAS,ENTRE RÍOS,10300842342012,HERNANDARIAS,PARANÁ,3127
CLINICA SANATORIO MARIA GRANDE S.R.L.,ENTRE RÍOS,10300842342104,MARIA GRANDE,PARANÁ,3133
CAPS  COLONIA NUEVA,ENTRE RÍOS,50300842142207,COLONIA NUEVA,PARANÁ,3118
CAPS   PASO DE LAS PIEDRAS,ENTRE RÍOS,50300842142337,PASO DE LAS PIEDRAS,PARANÁ,3118
CAPS   DR. ARMANDO SABAO,ENTRE RÍOS,50300842142221,HERNANDARIAS,PARANÁ,3127
CAPS   BACILIO ANGEL GALANTI,ENTRE RÍOS,50300842142188,COLONIA CRESPO,PARANÁ,3118
C.A.P.S.  BRASIL,ENTRE RÍOS,50300152142194,PEDERNAL,CONCORDIA,3203
C.A.P.S.  SAN JOSE,ENTRE RÍOS,50300152142355,ESTANCIA GRANDE,CONCORDIA,3201
C.A.P.S  MARIA MARTINA B. DE CAMINAL,ENTRE RÍOS,50300152142306,CONCORDIA,CONCORDIA,3200
C.A.P.S.  DR. CARRAZONI,ENTRE RÍOS,50300152142229,NUEVA ESCOCIA,CONCORDIA,3201
CAPS  EMMA G. DE SCHURLEIN,ENTRE RÍOS,50300152142261,ESTACION YERUA,CONCORDIA,3214
C.A.P.S.  LA BIANCA,ENTRE RÍOS,50300152142290,CONCORDIA,CONCORDIA,3200
C.A.P.S.   17 DE OCTUBRE,ENTRE RÍOS,50300492142395,GUALEGUAY,GUALEGUAY,2840
CAPS   HORACIO ETCHEVERRY,ENTRE RÍOS,50300492142275,TRES BOCAS,GUALEGUAY,3155
CAPS   SANTA TERESITA,ENTRE RÍOS,50300492142504,ESTACION LAZO,GUALEGUAY,2841
HOSPITAL CHACABUCO,ENTRE RÍOS,10300082142027,ARROYO BARU,COLÓN,3269
CENTRO DEL DIAGNOSTICO BIOQUIMICO SRL    HELLMERS   LABORATORIO DE ANALISIS CLINICOS,ENTRE RÍOS,51300082342517,COLON,COLÓN,3280
CLINICA DE LA UNION S.A.,ENTRE RÍOS,10300282342009,CHAJARI,FEDERACIÓN,3228
CAPS  LOMA LIMPIA,ENTRE RÍOS,50300352142480,LOMA LIMPIA,FEDERAL,3188
HOSPITAL GENERAL SAN MARTIN,ENTRE RÍOS,10301132142046,VILLA CLARA,VILLAGUAY,3252
HOSPITAL SANTA ROSA,ENTRE RÍOS,10301132142079,VILLAGUAY,VILLAGUAY,3240
LABORATORIO DE ANALISIS CLINICOS DRES. CASTRO Y GRASUTINSKY,ENTRE RÍOS,51301132342564,VILLAGUAY,VILLAGUAY,3240
SANATORIO AMERICANO SOCIEDAD ANONIMA MEDICO ASISTENCIAL,ENTRE RÍOS,10301132342094,VILLAGUAY,VILLAGUAY,3240
CONSULTORIO MEDICO INSTITUTO DE ORTOPEDIA Y TRAUMATOLOGIA,ENTRE RÍOS,50300152342429,CONCORDIA,CONCORDIA,3200
CLINICA PSIQUIATRICA SAN JOSE DE SALUD MENTAL ENTRE RIOS S.A.,ENTRE RÍOS,13300152342123,CONCORDIA,CONCORDIA,3200
CONSULTORIO MEDICO DE DIAGNOSTICO POR IMAGENES INSTITUTO DEL DIAGNOSTICO,ENTRE RÍOS,51300152342516,CONCORDIA,CONCORDIA,3200
CLINICA URUGUAY S.R.L.,ENTRE RÍOS,10300982342022,CONCEPCION DEL URUGUAY,URUGUAY,3260
SALA DE DIAGNOSTICO POR IMAGENES CENTRO RADIOLOGICO DR. HERRERO,ENTRE RÍOS,51300492342522,GUALEGUAY,GUALEGUAY,2840
HOSPITAL SAN ANTONIO,ENTRE RÍOS,10300492142063,GUALEGUAY,GUALEGUAY,2840
CLINICA COOPERATIVA DE TRABAJO MEDICO GUALEGUAY LIMITADA,ENTRE RÍOS,10300492342086,GUALEGUAY,GUALEGUAY,2840
LABORATORIO DE ANALISIS CLINICOS DR. CADIROLA,ENTRE RÍOS,51300492342550,GUALEGUAY,GUALEGUAY,2840
C.A.P.S.   SELIG GOLDIN,ENTRE RÍOS,50300842142373,PARANA,PARANÁ,3100
C.A.P.S.  NUESTRA SEÑORA DE LOS POBRES,ENTRE RÍOS,50300212142318,LAS CUEVAS,DIAMANTE,3101
CA.P.S.  BARTOLOME GIACOMOTTI,ENTRE RÍOS,50300982142187,CONCEPCION DEL URUGUAY,URUGUAY,3260
HOSPITAL JUSTO JOSE DE URQUIZA,ENTRE RÍOS,10300982142050,CONCEPCION DEL URUGUAY,URUGUAY,3260
HOSPITAL LIBERTADOR GENERAL SAN MARTIN,ENTRE RÍOS,15300842142142,PUEBLO BRUGO,PARANÁ,3125
CAPS  JACINTO GIACINTI,ENTRE RÍOS,50300842142280,VILLA FONTANA,PARANÁ,3114
CONSULTORIO ODONTOLOGICO SIDENT SRL,ENTRE RÍOS,50300842342440,PARANA,PARANÁ,3100
HOSPITAL SAN ISIDRO LABRADOR,ENTRE RÍOS,10300562142067,LARROQUE,GUALEGUAYCHÚ,2854
CLINICA SANATORIO URDINARRAIN COOPERATIVA DE TRABAJO LIMITADA,ENTRE RÍOS,10300562342111,URDINARRAIN,GUALEGUAYCHÚ,2826
LABORATORIO DE ANALISIS CLINICOS MILESI PULIDORI,ENTRE RÍOS,51300282342567,FEDERACION,FEDERACIÓN,3206
CLINICA INSTITUTO RAWSON DE DIAGNOSTICO Y TRATAMIENTO S.R.L.,ENTRE RÍOS,10300842342089,PARANA,PARANÁ,3100
MEUCCI GINO Y MEUCCI LUCIANA LABORATORIO DE ANALISIS CLINICOS,ENTRE RÍOS,51300842342542,PARANA,PARANÁ,3100
LABORATORIO DE ANALISIS CLINICOS DR. JUAN CARLOS NANNI,ENTRE RÍOS,51300842342554,PARANA,PARANÁ,3100
LABORATORIO DE ANALISIS CLINICOS DR. MARRAMA,ENTRE RÍOS,51300842342556,PARANA,PARANÁ,3100
HOSPITAL EVA DUARTE,ENTRE RÍOS,10300632142038,CEIBAS,ISLAS DEL IBICUY,2823
CLINICA BOVRIL S.A.,ENTRE RÍOS,10300702342005,BOVRIL,LA PAZ,3142
HOSPITAL SAN MIGUEL,ENTRE RÍOS,10300702142070,BOVRIL,LA PAZ,3142
SALA DE DIAGNOSTICO POR IMAGENES CENTRO DE DIAGNOSTICO POR IMAGENES DE ALTA COMPLEJIDAD,ENTRE RÍOS,51300982342518,CONCEPCION DEL URUGUAY,URUGUAY,3260
SALA DE DIAGNOSTICO POR IMAGENES CONSULTORIO RADIOLOGICO LOPEZ SIRA MARIA GHISI JUAN Y OTROS,ENTRE RÍOS,51300982342524,CONCEPCION DEL URUGUAY,URUGUAY,3260
CONSULTORIO MEDICO CENTRO NEUROFISIOLOGICO URUGUAY,ENTRE RÍOS,50300982342407,CONCEPCION DEL URUGUAY,URUGUAY,3260
CONSULTORIO ODONTOLOGICO CENTRO ODONTOLOGIA INTEGRAL DR. HARRIS,ENTRE RÍOS,50300982342410,CONCEPCION DEL URUGUAY,URUGUAY,3260
CONSULTORIO MEDICO CENTRO TRAUMATOLOGICO URUGUAY,ENTRE RÍOS,50300982342421,CONCEPCION DEL URUGUAY,URUGUAY,3260
C.A.P.S.  ENF. TITA ROSARIO FALCON,ENTRE RÍOS,50300842142233,TABOSSI,PARANÁ,3111
CENTRO INTEGRADOR COMUNITARIO (CIC) MARIA GRANDE,ENTRE RÍOS,50300842142491,MARIA GRANDE,PARANÁ,3111
CENTRO DE SALUD DR. SALUSTIANO MINGUILLON,ENTRE RÍOS,50300842142252,CRESPO,PARANÁ,3116
CENTRO DE SALUD BARRIO LEONCIO LUQUE,ENTRE RÍOS,50300152142182,CONCORDIA,CONCORDIA,3200
CENTRO DE SALUD VILLA ADELA,ENTRE RÍOS,50300152142386,CONCORDIA,CONCORDIA,3200
CENTRO DE SALUD VILLA ZORRAQUIN,ENTRE RÍOS,50300152142390,VILLA ZORRAQUIN,CONCORDIA,3200
C.A.P.S.   DR. MARCELO MARELLI,ENTRE RÍOS,50300152142359,LA CRIOLLA,CONCORDIA,3212
C.A.P.S. DR. JOSE RAMON LARROCA,ENTRE RÍOS,50300152142243,LOS CHARRUAS,CONCORDIA,3212
CENTRO MEDICO INSTITUTO DEL DIAGNOSTICO POR IMAGENES,ENTRE RÍOS,51300842342527,PARANA,PARANÁ,3100
CONSULTORIO MEDICO FUNDACION SALUD,ENTRE RÍOS,50300842342460,PARANA,PARANÁ,3100
SALA DE DIAGNOSTICO POR IMAGENES INSTITUTO PRIVADO DE RADIODIAGNOSTICO,ENTRE RÍOS,51300982342528,CONCEPCION DEL URUGUAY,URUGUAY,3260
LABORATORIO DE ANALISIS CLINICOS GAMMA NUCLEAR,ENTRE RÍOS,51300982342584,CONCEPCION DEL URUGUAY,URUGUAY,3260
INSTITUTO BIOQUIMICO SOC CIVIL  ARCA GADEA  LABORATORIO DE ANALISIS CLINICOS,ENTRE RÍOS,51300982342588,CONCEPCION DEL URUGUAY,URUGUAY,3260
SALA DE DIAGNOSTICO POR IMAGENES CEDYT S.R.L.,ENTRE RÍOS,50300982342405,CONCEPCION DEL URUGUAY,URUGUAY,3260
CLINICA COOPERATIVA MEDICA URUGUAY,ENTRE RÍOS,10300982342083,CONCEPCION DEL URUGUAY,URUGUAY,3260
LABORATORIO DE ANALISIS CLINICOS DR. ROKO,ENTRE RÍOS,51300562342561,GUALEGUAYCHU,GUALEGUAYCHÚ,2820
LABORATORIO DE ANALISIS CLINICOS DRES. RAZETTO,ENTRE RÍOS,51300562342568,GUALEGUAYCHU,GUALEGUAYCHÚ,2820
INDABI SA  LABORATORIO DE ANALISIS CLINICOS,ENTRE RÍOS,51300562342586,GUALEGUAYCHU,GUALEGUAYCHÚ,2820
LIGA ARGENTINA DE LUCHA CONTRA EL CANCER - LALCEC,ENTRE RÍOS,50300562342478,GUALEGUAYCHU,GUALEGUAYCHÚ,2820
HOSPITAL ECUADOR,ENTRE RÍOS,10300702142037,ALCARAZ NORTE,LA PAZ,3138
HOSPITAL GREGORIA PEREZ,ENTRE RÍOS,10300702142047,SAN GUSTAVO,LA PAZ,3190
CLINICA DEL NORTE S.R.L.,ENTRE RÍOS,10300702342010,LA PAZ,LA PAZ,3190
KUSTER ANTONIO LABORATORIO DE ANALISIS CLINICOS,ENTRE RÍOS,51300702342515,LA PAZ,LA PAZ,3109
HOSPITAL 9 DE JULIO,ENTRE RÍOS,10300702142082,LA PAZ,LA PAZ,3190
CLINICA MAYO,ENTRE RÍOS,10300702342105,LA PAZ,LA PAZ,3190
C.A.P.S.  MARTIN FIERRO,ENTRE RÍOS,10300772142002,HERNANDEZ,NOGOYÁ,3156
HOSPITAL SANTA ROSA,ENTRE RÍOS,10300772142078,LUCAS GONZALEZ,NOGOYÁ,3158
HOSPITAL COLONIA DR. RAUL CAMINOS,ENTRE RÍOS,13300352142126,FEDERAL,FEDERAL,3180
HOSPITAL CRISPIN VELAZQUEZ,ENTRE RÍOS,10300352142029,SAUCE DE LUNA,FEDERAL,3144
CLINICA RAMIREZ,ENTRE RÍOS,10300212342018,GENERAL RAMIREZ,DIAMANTE,3164
HOSPITAL SAN BLAS,ENTRE RÍOS,10300772142065,NOGOYA,NOGOYÁ,3150
TRIGATTI  LABORATORIO DE ANALISIS CLINICOS,ENTRE RÍOS,51300772342563,NOGOYA,NOGOYÁ,3315
SANATORIO LA ENTRERRIANA S.A.,ENTRE RÍOS,10300842342103,PARANA,PARANÁ,3100
SALA DE DIAGNOSTICO POR IMAGENES SOCIEDAD MEDICA DE RESONANCIA MAGNETICA S.A.,ENTRE RÍOS,51300842342590,PARANA,PARANÁ,3100
HOSPITAL  DR. JOSEPH LISTER,ENTRE RÍOS,10300842142024,SEGUI,PARANÁ,3117
HOSPITAL DR. CASTILLA MIRA,ENTRE RÍOS,10300842142033,VIALE,PARANÁ,3109
HOSPITAL MARIA EVA DUARTE DE PERON,ENTRE RÍOS,10300882142045,GENERAL CAMPOS,SAN SALVADOR,3216
HOSPITAL SAN MIGUEL,ENTRE RÍOS,10300882142071,SAN SALVADOR,SAN SALVADOR,3218
HOSPITAL FALUCHO,ENTRE RÍOS,10300912142039,MACIA,TALA,3177
C.A.P.S.   PUERTO VIEJO,ENTRE RÍOS,50300842142344,PARANA,PARANÁ,3100
C.A.P.S.   PAGANI,ENTRE RÍOS,50300842142333,PARANA,PARANÁ,3100
C.A.P.S.   DR. HUMBERTO DANGELO,ENTRE RÍOS,50300842142453,PARANA,PARANÁ,3100
HOSPITAL SANTA MARIA,ENTRE RÍOS,10300562142076,GILBERT,GUALEGUAYCHÚ,2828
